#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta  -          F1529_NODE_2401_length_1257_cov_1.813644_1 -            0.00035   11.4   0.1   0.00068   10.4   0.0   1.5   2   0   0   2   2   2   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1529_NODE_2401_length_1257_cov_1.813644_1 -            0.00056   10.5   0.0   0.00098    9.7   0.0   1.3   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1529_NODE_2676_length_1187_cov_5.031802_1 -             0.0026    8.6  17.5    0.0033    8.2  17.5   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta -          F1529_NODE_2676_length_1187_cov_5.031802_1 -               0.17    2.7  25.2      0.25    2.1  25.2   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1529_NODE_2676_length_1187_cov_5.031802_1 -               0.54    0.8  25.5      0.83    0.2  25.5   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -          F1529_NODE_2676_length_1187_cov_5.031802_1 -                1.1   -0.4  24.8       1.8   -1.1  24.8   1.3   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1530_NODE_2_length_9569_cov_814.715997_1 -           3.8e-105  345.4  25.3  3.8e-105  345.4  25.3   4.3   3   1   0   3   3   3   1 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Nter_GDD.0.4.fasta     -          F1530_NODE_2_length_9569_cov_814.715997_1 -            1.4e-93  306.3  15.3   2.7e-93  305.4  15.3   1.5   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Nter_GDD.0.4.fasta -          F1530_NODE_2_length_9569_cov_814.715997_1 -            5.1e-90  294.8  11.2     1e-89  293.8  11.2   1.5   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1530_NODE_2_length_9569_cov_814.715997_1 -            9.9e-52  168.5  10.2   4.1e-50  163.1  10.2   2.3   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta     -          F1530_NODE_2_length_9569_cov_814.715997_1 -            1.5e-51  168.2  19.3   1.5e-51  168.2  19.3   4.4   4   1   0   4   4   4   1 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta            -          F1530_NODE_2_length_9569_cov_814.715997_1 -            3.2e-16   51.4   4.5   3.2e-16   51.4   4.5   3.6   3   1   0   3   3   3   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta     -          F1530_NODE_2_length_9569_cov_814.715997_1 -            2.6e-07   21.6   0.0   5.6e-07   20.5   0.0   1.6   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1530_NODE_27_length_4771_cov_6.537108_2 -                1.2   -0.2  16.2      0.69    0.7   0.1   2.2   2   0   0   2   2   2   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta -          F1530_NODE_102_length_3580_cov_4.969645_2 -             0.0012    9.8   2.3    0.0017    9.3   2.3   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta  -          F1530_NODE_102_length_3580_cov_4.969645_2 -               0.26    2.1  10.2      0.35    1.7  10.2   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.396.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.396.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/5f/c8bb425beb469aa11d1740fa9c2eec
# Date:            Thu Jul 21 16:23:29 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1039_NODE_5494_length_943_cov_1.618243_1 -            0.00062   10.3   0.0   0.00096    9.7   0.0   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta -          F1039_NODE_5829_length_912_cov_3.175029_2 -             0.0029    8.6   4.1    0.0031    8.4   4.1   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1039_NODE_6570_length_849_cov_8.428212_2 -             0.0024    8.6   8.6    0.0029    8.3   8.6   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta -          F1039_NODE_7228_length_801_cov_2.916890_1 -             0.0053    7.7  12.1    0.0068    7.4  12.1   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta        -          F1039_NODE_7228_length_801_cov_2.916890_1 -              0.011    6.7  13.2     0.012    6.5  13.2   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1039_NODE_7696_length_769_cov_2.236695_1 -              0.018    5.8  21.9     0.023    5.5  21.9   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1039_NODE_7696_length_769_cov_2.236695_1 -              0.059    4.0  23.1     0.073    3.7  23.1   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -          F1039_NODE_7696_length_769_cov_2.236695_1 -               0.16    2.6  22.0      0.25    2.0  22.0   1.2   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1039_NODE_7696_length_769_cov_2.236695_1 -                0.2    2.2  21.3      0.24    2.0  21.3   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.48.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.48.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/97/9dd47fd7771e5b32a0d55f2b4c1f3a
# Date:            Thu Jul 21 16:23:26 2022
# [ok]
#                                                                                      --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                  accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                        -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1564_NODE_1359_length_1763_cov_7.997658_2 -              0.095    3.4  21.4      0.14    2.9  21.4   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta    -          F1564_NODE_1359_length_1763_cov_7.997658_2 -               0.13    2.9  20.4      0.18    2.4  20.4   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1564_NODE_1359_length_1763_cov_7.997658_2 -               0.23    2.0  26.1      0.33    1.5  26.1   1.1   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -          F1564_NODE_1359_length_1763_cov_7.997658_2 -               0.57    0.8  22.8      0.83    0.3  22.8   1.2   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta -          F1564_NODE_1359_length_1763_cov_7.997658_2 -                  7   -3.0  28.6      0.58    0.5  23.8   1.6   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta -          F1564_NODE_1674_length_1604_cov_8.331181_3 -               0.27    1.9  15.1       0.4    1.4  15.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1564_NODE_2055_length_1459_cov_7.039886_3 -            0.00013   13.0   3.4   0.00018   12.5   3.4   1.1   1   0   0   1   1   1   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.444.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.444.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/89/2d7e6cda100ab371ca39278c5c16ef
# Date:            Thu Jul 21 16:23:22 2022
# [ok]
#                                                                                     --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                 accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                       -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta -          F1356_NODE_6079_length_1059_cov_1.429283_1 -               0.18    2.4  12.1      0.24    2.0  12.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta               -          F1356_NODE_6460_length_1026_cov_2.452111_2 -               0.11    3.0  20.8      0.13    2.7  20.8   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta           -          F1356_NODE_6460_length_1026_cov_2.452111_2 -               0.21    2.4  20.9      0.25    2.1  20.9   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta -          F1356_NODE_6460_length_1026_cov_2.452111_2 -               0.27    1.8  22.5      0.34    1.5  22.5   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta         -          F1356_NODE_6460_length_1026_cov_2.452111_2 -               0.59    0.5  19.5      0.74    0.2  19.5   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta     -          F1356_NODE_6460_length_1026_cov_2.452111_2 -                1.3   -0.2  24.2       1.7   -0.6  24.2   1.0   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta          -          F1356_NODE_6460_length_1026_cov_2.452111_2 -                2.1   -1.5  15.8       2.7   -1.9  15.8   1.1   1   0   0   1   1   1   0 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.241.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.241.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/c6/05ab7c93e851bcb92f1507c4510078
# Date:            Thu Jul 21 16:23:24 2022
# [ok]
#                                                                                    --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                                accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                      -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_FINAL_RdRp_cores_0.3.clstr_441.Palmdb.0.4.fasta -          F1451_NODE_6666_length_761_cov_1.067989_1 -              9e-05   13.2   0.3   0.00013   12.7   0.3   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta -          F1451_NODE_6950_length_742_cov_1.241630_1 -                0.3    1.7  12.2      0.18    2.4  10.6   1.3   1   1   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta -          F1451_NODE_7344_length_713_cov_1.141337_1 -               0.14    2.9   8.3      0.17    2.7   8.3   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta -          F1451_NODE_8281_length_654_cov_1.836394_3 -                3.6   -1.9  25.1       4.1   -2.1  25.1   1.0   1   0   0   1   1   1   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta -          F1451_NODE_8578_length_635_cov_1.708621_1 -            0.00023   12.1   0.1   0.00025   12.0   0.1   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1452_NODE_2_length_10284_cov_1155.393489_2 -           3.5e-123  404.8   0.0  3.5e-123  404.8   0.0   2.2   2   0   0   2   2   2   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1452_NODE_2_length_10284_cov_1155.393489_2 -           1.6e-114  375.7   0.5  3.7e-114  374.5   0.5   1.5   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -          F1452_NODE_2_length_10284_cov_1155.393489_2 -             3e-102  334.7   0.3    2e-101  332.0   0.3   2.0   1   1   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -          F1452_NODE_2_length_10284_cov_1155.393489_2 -            1.3e-56  184.1   0.1   8.1e-56  181.5   0.1   2.1   1   1   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta          -          F1452_NODE_2_length_10284_cov_1155.393489_2 -            2.7e-31  101.4   0.1   2.7e-31  101.4   0.1   2.4   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1112.Palmdb.0.4.fasta -          F1452_NODE_2_length_10284_cov_1155.393489_2 -            9.3e-22   69.2   0.2   3.2e-13   41.0   1.1   2.9   2   1   0   2   2   2   2 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta  -          F1452_NODE_2_length_10284_cov_1155.393489_2 -            2.4e-17   55.3   9.4   5.2e-10   31.1   0.3   3.5   3   0   0   3   3   3   2 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta         -          F1452_NODE_2_length_10284_cov_1155.393489_2 -              1e-15   49.5   0.4     1e-15   49.5   0.4   2.2   2   0   0   2   2   2   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta            -          F1452_NODE_2_length_10284_cov_1155.393489_2 -              1e-14   46.1   2.0     1e-14   46.1   2.0   2.2   2   1   0   2   2   2   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1452_NODE_2_length_10284_cov_1155.393489_2 -            8.3e-13   39.7   0.2   1.5e-12   38.8   0.2   1.3   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta -          F1452_NODE_299_length_1829_cov_1.975761_2 -            6.7e-05   13.9  26.9   8.4e-05   13.5  26.9   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta -          F1452_NODE_299_length_1829_cov_1.975761_2 -               0.28    2.0  17.8      0.37    1.6  17.8   1.1   1   0   0   1   1   1   0 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta -          F1452_NODE_892_length_1271_cov_1.785362_1 -             0.0002   12.2   0.0    0.0002   12.2   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta -          F1452_NODE_3136_length_717_cov_0.735650_1 -               0.02    5.5   9.1     0.023    5.3   9.1   1.1   1   0   0   1   1   1   0 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1453_NODE_1_length_9739_cov_1041.856671_1 -           1.6e-109  359.6   0.0  1.1e-108  356.7   0.0   2.0   2   0   0   2   2   2   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1453_NODE_1_length_9739_cov_1041.856671_1 -           7.9e-103  337.1   0.1  1.6e-102  336.1   0.1   1.4   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -          F1453_NODE_1_length_9739_cov_1041.856671_1 -            6.5e-58  188.4   0.0   1.1e-57  187.7   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -          F1453_NODE_1_length_9739_cov_1041.856671_1 -            1.9e-40  130.8   0.0   3.7e-40  129.8   0.0   1.4   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1112.Palmdb.0.4.fasta -          F1453_NODE_1_length_9739_cov_1041.856671_1 -            1.7e-22   71.6   0.0   2.1e-20   64.7   0.0   2.8   2   1   0   2   2   2   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1453_NODE_1_length_9739_cov_1041.856671_1 -            2.2e-11   35.0   0.1   8.5e-11   33.0   0.0   1.8   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta  -          F1453_NODE_1_length_9739_cov_1041.856671_1 -            1.5e-09   29.6   0.1   2.7e-06   18.8   0.1   2.5   2   0   0   2   2   2   2 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta         -          F1454_NODE_185_length_618_cov_26.948490_1 -            1.7e-51  168.1   1.1   1.8e-51  168.0   1.1   1.0   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta              -          F1454_NODE_185_length_618_cov_26.948490_1 -            2.4e-25   81.1   0.4   2.7e-25   81.0   0.4   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta       -          F1454_NODE_185_length_618_cov_26.948490_1 -            2.3e-13   41.5   0.1   2.6e-13   41.3   0.1   1.0   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1454_NODE_185_length_618_cov_26.948490_1 -            2.5e-11   34.9   0.1   3.1e-11   34.6   0.1   1.1   1   0   0   1   1   1   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta          -          F1454_NODE_185_length_618_cov_26.948490_1 -            1.2e-10   32.6   0.4   1.2e-10   32.5   0.4   1.0   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta -          F1454_NODE_185_length_618_cov_26.948490_1 -            3.5e-07   21.3   0.2     4e-07   21.1   0.2   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta        -          F1454_NODE_185_length_618_cov_26.948490_1 -            4.2e-06   17.5   0.0     5e-06   17.3   0.0   1.2   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta        -          F1454_NODE_185_length_618_cov_26.948490_1 -            5.4e-06   17.6   0.0   4.3e-05   14.6   0.0   1.9   2   0   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta        -          F1454_NODE_185_length_618_cov_26.948490_1 -            1.1e-05   16.3   0.5   1.5e-05   15.9   0.5   1.1   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta -          F1454_NODE_185_length_618_cov_26.948490_1 -            6.7e-05   14.2   0.0   0.00046   11.4   0.0   1.9   2   0   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta   -          F1456_NODE_4_length_1719_cov_696.986779_1 -            7.9e-88  288.1  13.5   9.9e-88  287.8  13.5   1.0   1   0   0   1   1   1   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta        -          F1456_NODE_4_length_1719_cov_696.986779_1 -            1.3e-41  134.9   4.8   1.5e-41  134.6   4.8   1.0   1   0   0   1   1   1   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta    -          F1456_NODE_4_length_1719_cov_696.986779_1 -            1.4e-20   65.4   1.6   1.9e-20   65.0   1.6   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta  -          F1456_NODE_4_length_1719_cov_696.986779_1 -            1.6e-15   48.8   0.3   1.6e-15   48.8   0.3   1.5   2   0   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta -          F1456_NODE_4_length_1719_cov_696.986779_1 -            5.7e-12   36.8   0.1   5.7e-12   36.8   0.1   1.6   2   0   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta  -          F1456_NODE_4_length_1719_cov_696.986779_1 -            3.1e-06   18.0   0.0   5.9e-06   17.1   0.0   1.4   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta        -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            1.7e-78  256.9   9.8   1.7e-78  256.9   9.8   1.6   2   0   0   2   2   2   1 -
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta               -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            4.9e-67  218.9   8.0   4.9e-67  218.9   8.0   1.8   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            3.4e-29   93.6   3.7   1.1e-28   92.0   3.7   1.8   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1170.Palmdb.0.4.fasta -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            7.6e-27   86.0   2.5   1.8e-26   84.8   2.5   1.6   1   0   0   1   1   1   1 -
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta            -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            9.5e-17   52.9   1.4   2.3e-16   51.6   1.4   1.6   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta          -          F1457_NODE_1_length_9780_cov_2915.760617_1 -            6.3e-16   50.6   5.1   6.3e-16   50.6   5.1   1.8   2   0   0   2   2   2   1 -
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta        -          F1460_NODE_9_length_1992_cov_43.488384_2 -            5.7e-51  166.3   1.2   7.6e-51  165.8   1.2   1.1   1   0   0   1   1   1   1 -
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta              -          F1460_NODE_9_length_1992_cov_43.488384_2 -            6.3e-38  123.0   9.7   8.2e-38  122.6   9.7   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta          -          F1460_NODE_9_length_1992_cov_43.488384_2 -            1.5e-17   55.6  12.3   1.5e-17   55.6  12.3   2.3   1   1   1   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1028.Palmdb.0.4.fasta -          F1460_NODE_9_length_1992_cov_43.488384_2 -            3.7e-08   24.9   0.0   5.5e-08   24.3   0.0   1.2   1   0   0   1   1   1   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta -          F1460_NODE_9_length_1992_cov_43.488384_2 -            6.7e-07   20.3   0.0   1.8e-06   18.9   0.0   1.7   2   0   0   2   2   2   1 -
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta  -          F1460_NODE_9_length_1992_cov_43.488384_2 -            2.2e-05   15.3   0.0    0.0017    9.1   0.0   2.2   2   0   0   2   2   2   2 -
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta  -          F1460_NODE_9_length_1992_cov_43.488384_2 -            3.4e-05   14.9   0.0   0.00027   11.9   0.0   1.9   2   0   0   2   2   2   1 -
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta           -          F1460_NODE_9_length_1992_cov_43.488384_2 -            0.00013   12.6   0.3    0.0019    8.7   0.0   2.1   2   0   0   2   2   2   1 -
#
# Program:         hmmscan
# Version:         3.3 (Nov 2019)
# Pipeline mode:   SCAN
# Query file:      all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.337.fasta
# Target file:     Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db
# Option settings: hmmscan -o hmmscan_out.txt --tblout hmmscan_tblout.txt --domtblout hmmscan_domtblout.txt --cpu 1 Profile_db_and_alignments/RdRp_HMM_profile_CLUSTALO.db all_samples_renamed_contigs_redundancy_removed_code1_aa_nr.337.fasta 
# Current dir:     /pasteur/zeus/projets/p01/Evolbioinfo/users/flemoine/projets/2022_06_Artem/work/f5/1c0b87972efc583e79024a8093e128
# Date:            Thu Jul 21 16:23:24 2022
# [ok]
#                                                                                   --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name                               accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ----------                     -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta  -          F1369_NODE_75_length_4372_cov_2.899699_2 -                8.3   -2.9  22.9     0.076    3.8  13.5   2.0   2   0   0   2   2   2   0 -
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta -          F1369_NODE_122_length_3796_cov_27.499866_3 -             0.0026    8.5  12.6    0.0034    8.1  12.6   1.1   1   0   0   1   1   1   1 -
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta -          F1369_NODE_122_length_3796_cov_27.499866_3 -             0.0073    7.2  15.8    0.0092    6.9  15.8   1.1   1   0   0   1   1   1   1 -
