target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1489_NODE_244_length_2899_cov_2.165260_1	-	6	-2,4	28,6	0,22	2,3	1,9	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1489_NODE_278_length_2821_cov_1.497108_1	-	4,2	-2,1	17,5	0,068	3,8	3,9	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1201_NODE_1723_length_2062_cov_21.889387_1	-	1	-0,1	15,8	0,27	1,8	12,4	1,7	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1201_NODE_1888_length_1995_cov_6.169588_3	-	0,00045	11,2	10,9	0,0008	10,4	10,9	1,5	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta	-	F1201_NODE_2021_length_1948_cov_2.168516_2	-	8,40E-05	13,4	0,1	0,00012	12,9	0,1	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_1283.Palmdb.0.4.fasta	-	F1201_NODE_2378_length_1817_cov_2.314983_1	-	4,70E-05	14,2	0	0,00031	11,5	0	2,2	3	0	0	3	3	3	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1201_NODE_2444_length_1797_cov_2.095293_2	-	0,0016	8,9	28,2	0,0023	8,4	28,2	1,2	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1547_NODE_7649_length_661_cov_2.097360_1	-	3,30E-05	14,6	0,1	4,50E-05	14,2	0,1	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1547_NODE_8245_length_626_cov_1.483363_1	-	0,027	5,4	14,8	0,031	5,2	14,8	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1548_NODE_39_length_4512_cov_4.935158_2	-	3,40E-05	14,7	1,9	0,00013	12,8	0	2	2	0	0	2	2	2	2	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1548_NODE_4535_length_892_cov_1.444444_1	-	7,00E-07	20,1	0,1	1,80E-06	18,7	0,1	1,4	1	1	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1548_NODE_7819_length_618_cov_1.504440_1	-	0,028	5,2	11,6	0,035	4,9	11,6	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1550_NODE_178_length_3184_cov_5.081815_1	-	0,0016	9,1	1,9	0,0022	8,6	1,9	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1058_NODE_3_length_12924_cov_213.147486_5	-	5,10E-178	586,1	1,8	1,00E-177	585,1	1,8	1,4	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1058_NODE_249_length_2873_cov_1427.914478_2	-	5,50E-87	285,4	2,6	6,70E-87	285,2	2,6	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1058_NODE_389_length_2500_cov_57.082209_1	-	2,30E-193	636,6	0,5	3,00E-193	636,2	0,5	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1058_NODE_1826_length_1328_cov_3.428908_1	-	3,9	-1,9	79,1	5,4	-2,4	79,1	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1058_NODE_3252_length_974_cov_2.041349_1	-	5,20E-65	212,6	0,1	6,00E-65	212,4	0,1	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1061_NODE_159_length_4490_cov_42.580383_1	-	0,00012	12,5	0	0,00016	12,1	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1061_NODE_159_length_4490_cov_42.580383_2	-	6,50E-140	460,4	0,8	8,20E-140	460,1	0,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1028_NODE_3517_length_1039_cov_4.920732_1	-	0,00042	11,1	4,6	0,00049	10,9	4,6	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1028_NODE_4410_length_908_cov_2.185229_2	-	0,066	3,8	12,3	0,089	3,4	12,3	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1028_NODE_4500_length_896_cov_1.800238_1	-	0,0005	10,5	0,3	0,0007	10	0,3	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1028_NODE_6756_length_692_cov_1.265306_1	-	0,00051	10,9	0,2	0,00073	10,3	0,2	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1596_NODE_3703_length_931_cov_2.871005_1	-	8,5	-2,9	16,7	4,2	-1,9	14,5	1,5	1	1	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta	-	F1597_NODE_14_length_4621_cov_2.734122_3	-	0,006	7,5	9,3	0,0071	7,2	9,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1597_NODE_30_length_3830_cov_3.028079_4	-	3,5	-1,9	14,3	7,4	-2,9	14,3	1,5	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1597_NODE_382_length_2117_cov_4.171193_3	-	0,00072	10,5	2,8	0,0009	10,2	2,8	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1186_NODE_3525_length_1399_cov_1.699405_1	-	0,00063	10,5	0	0,00083	10,1	0	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1186_NODE_3689_length_1369_cov_3.458143_2	-	0,0054	7,1	29,3	0,0069	6,8	29,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1186_NODE_3745_length_1358_cov_5.462011_1	-	0,00039	11,6	8,1	0,00043	11,5	8,1	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1186_NODE_3793_length_1351_cov_2.854167_1	-	0,0075	7,2	24,1	0,0096	6,8	24,1	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1186_NODE_3887_length_1336_cov_4.495706_1	-	0,00036	11,5	5,5	0,00048	11,1	5,5	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_724.Palmdb.0.4.fasta	-	F1186_NODE_3924_length_1331_cov_6.633229_2	-	1,5	-0,3	21,9	2	-0,8	21,9	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1186_NODE_4090_length_1309_cov_1.520734_2	-	0,0061	7,3	8,1	0,0073	7	8,1	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1186_NODE_4143_length_1300_cov_6.268273_1	-	0,82	-0,1	37,9	0,99	-0,3	37,9	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1186_NODE_4673_length_1220_cov_3.758798_1	-	0,005	7,2	10,9	0,0063	6,9	10,9	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta	-	F1186_NODE_4740_length_1211_cov_9.890138_1	-	0,0031	8,7	5,2	0,0042	8,3	5,2	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1186_NODE_283_length_3269_cov_5.986621_1	-	1,8	-1,3	13,2	2,1	-1,5	13,2	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1186_NODE_325_length_3129_cov_7.603774_3	-	1,8	-0,8	19,9	0,11	3,1	4,3	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1186_NODE_682_length_2562_cov_12.641005_2	-	9,6	-3,3	18	0,15	2,7	9,1	2,1	2	0	0	2	2	2	0	-
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1186_NODE_759_length_2477_cov_1.426507_1	-	1,50E-05	15,8	0,1	0,00014	12,7	0	2,2	2	0	0	2	2	2	2	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1186_NODE_845_length_2396_cov_4.896198_2	-	0,016	6	29,8	0,023	5,5	29,8	1,4	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1368_NODE_1412_length_2225_cov_5.431797_1	-	0,14	2,7	14,4	0,25	1,9	14,4	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1368_NODE_1526_length_2159_cov_2.136407_3	-	0,0084	6,8	16,3	0,01	6,5	16,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1368_NODE_1534_length_2154_cov_5.360172_2	-	0,004	7,9	11,9	0,0049	7,6	11,9	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1368_NODE_1557_length_2143_cov_2.144157_2	-	8,5	-3,3	25,9	12	-3,8	25,9	1,3	1	1	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1368_NODE_1599_length_2126_cov_16.934331_2	-	0,0057	7,6	20,1	0,0083	7	20,1	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta	-	F1368_NODE_2027_length_1939_cov_5.651805_1	-	1,6	-0,5	18,4	0,19	2,5	3,6	2,2	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1368_NODE_2035_length_1938_cov_6.451938_1	-	0,0043	7,5	9,3	0,0059	7	9,3	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1368_NODE_2047_length_1933_cov_8.585197_1	-	0,24	2,1	17,3	0,31	1,7	17,3	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1368_NODE_2053_length_1931_cov_4.720682_2	-	0,29	1,4	32	0,39	1	32	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta	-	F1368_NODE_2199_length_1878_cov_6.257268_2	-	7,80E-05	13,7	22,6	9,20E-05	13,5	22,6	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1368_NODE_2246_length_1864_cov_9.791045_1	-	7,1	-2,9	25	0,32	1,5	12,7	2,2	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1368_NODE_2321_length_1841_cov_12.122620_2	-	0,00035	11,6	5,5	0,00036	11,5	5,5	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1368_NODE_2396_length_1819_cov_3.958617_4	-	0,0078	6,9	15,8	0,0056	7,4	13,6	1,8	2	0	0	2	2	2	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1368_NODE_3448_length_1556_cov_2.602931_1	-	6,4	-2,5	21,7	0,27	2,1	12,3	2,1	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta	-	F1538_NODE_78_length_3918_cov_2.780999_1	-	0,9	0,6	19,3	0,018	6,2	12,2	1,6	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1538_NODE_233_length_3026_cov_2.402558_1	-	0,52	0,9	20,8	0,78	0,3	20,8	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1538_NODE_1517_length_1614_cov_1.882617_1	-	0,59	0,9	51,9	4,80E-05	14,4	9,2	2,1	1	1	1	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1009_NODE_8312_length_795_cov_24.340541_1	-	0,013	5,8	7,8	0,018	5,3	7,8	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_134.Palmdb.0.4.fasta	-	F1010_NODE_2829_length_760_cov_1.452482_1	-	0,0046	7,9	39,4	0,0052	7,7	39,4	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1011_NODE_1_length_12910_cov_159.228082_5	-	4,60E-195	642,5	0	7,30E-195	641,8	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1011_NODE_2_length_5406_cov_31.927864_1	-	5,40E-119	391,5	5,1	8,40E-119	390,8	5,1	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1262_NODE_123_length_998_cov_100.248144_1	-	0,002	9	30,3	0,0023	8,7	30,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1269_NODE_4_length_1513_cov_24.601509_4	-	0,0036	8,2	47,8	0,0044	7,9	47,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Mindivirales.0.4.fasta	-	F1272_NODE_389_length_652_cov_25.877722_1	-	0,3	1,9	10,7	0,34	1,7	10,7	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1275_NODE_107_length_1551_cov_14.030749_1	-	0,016	5,7	12,2	0,024	5,1	12,2	1,2	1	0	0	1	1	1	0	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1505_NODE_80_length_4909_cov_4.086733_1	-	0,0003	11,4	0	0,00046	10,8	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1505_NODE_564_length_2727_cov_4.534057_1	-	0,13	2,9	16,8	0,19	2,3	16,8	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1505_NODE_607_length_2664_cov_3.632043_1	-	0,57	0,9	22,5	0,97	0,1	22,5	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1505_NODE_1782_length_1702_cov_3.236187_1	-	0,00075	10,3	13,9	0,0009	10	13,9	1	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1505_NODE_3038_length_1289_cov_2.682334_1	-	0,00046	10,8	0	0,00046	10,8	0	1,2	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1505_NODE_4204_length_1053_cov_2.151303_1	-	0,00029	11,4	0	0,00048	10,7	0	1,3	1	0	0	1	1	1	1	-
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1505_NODE_4772_length_967_cov_2.758772_1	-	6,40E-05	13,7	0,1	7,80E-05	13,4	0,1	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1282_NODE_879_length_2414_cov_13.622298_2	-	0,75	0,3	16,2	0,075	3,7	0,1	2	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1469_NODE_3460_length_1222_cov_3.688946_1	-	0,73	0,6	20,4	0,94	0,3	20,4	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Wolframvirales.0.4.fasta	-	F1469_NODE_3798_length_1159_cov_30.865036_1	-	0,37	1,7	54,8	0,46	1,4	54,8	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1469_NODE_4227_length_1089_cov_3.849130_1	-	0,006	7,5	10,5	0,0071	7,2	10,5	1	1	0	0	1	1	1	1	-
Botybirnavirus.ALL_RdRp_Palmdb_0.4.fasta	-	F1469_NODE_4567_length_1043_cov_1.054656_1	-	0,0013	8,9	0,1	0,0018	8,4	0,1	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1469_NODE_5017_length_982_cov_2.075512_1	-	0,005	7,8	10,3	0,0068	7,3	10,3	1,1	1	0	0	1	1	1	1	-
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1469_NODE_5565_length_919_cov_1.679398_1	-	7,00E-05	13,5	0	0,0001	12,9	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1143_NODE_5385_length_1013_cov_2.378914_1	-	0,0082	6,8	13,8	0,0097	6,6	13,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1143_NODE_6235_length_929_cov_2.794050_1	-	0,0028	8,6	3,3	0,003	8,5	3,3	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1143_NODE_6273_length_926_cov_3.985075_1	-	1,8	-0,6	16,7	2,4	-1,1	16,7	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1143_NODE_6614_length_898_cov_2.131673_2	-	0,25	1,9	14,6	0,0058	7,3	2,9	2,1	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_1042.Palmdb.0.4.fasta	-	F1143_NODE_6856_length_878_cov_1.990279_1	-	0,47	0,8	11,3	0,0075	6,7	2	2	1	1	1	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1143_NODE_7089_length_861_cov_1.359801_1	-	0,057	4,3	12,5	0,066	4,1	12,5	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_589.Palmdb.0.4.fasta	-	F1143_NODE_7659_length_818_cov_2.153342_1	-	0,017	5,7	12,1	0,021	5,4	12,1	1,4	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1143_NODE_8236_length_780_cov_2.179310_1	-	0,3	1,7	9,5	0,33	1,5	9,5	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1369_NODE_75_length_4372_cov_2.899699_2	-	8,3	-2,9	22,9	0,076	3,8	13,5	2	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_552.Palmdb.0.4.fasta	-	F1369_NODE_122_length_3796_cov_27.499866_3	-	0,0026	8,5	12,6	0,0034	8,1	12,6	1,1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1369_NODE_198_length_3390_cov_5.452774_3	-	9,7	-3,6	36,3	15	-4,2	36,3	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1369_NODE_265_length_3144_cov_4.457430_4	-	0,11	3,3	41,5	0,14	3	41,5	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_295.Palmdb.0.4.fasta	-	F1369_NODE_291_length_3047_cov_1.840241_3	-	0,00031	11,7	8	0,0005	11	8	1,2	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1369_NODE_355_length_2854_cov_6.979636_6	-	0,033	4,8	36	0,0017	9,1	22,8	2,1	2	0	0	2	2	2	0	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1369_NODE_359_length_2848_cov_3.214823_3	-	0,0037	7,9	7,4	0,0054	7,3	7,4	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1369_NODE_493_length_2595_cov_5.652756_1	-	0,061	3,8	12,3	0,079	3,5	12,3	1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_504.Palmdb.0.4.fasta	-	F1369_NODE_851_length_2167_cov_7.146307_5	-	0,17	2,3	17,4	0,25	1,8	17,4	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1369_NODE_908_length_2122_cov_8.595549_2	-	0,11	3,1	9	0,14	2,8	9	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1369_NODE_1325_length_1831_cov_2.418356_1	-	0,0054	7,3	18,4	0,0077	6,8	18,4	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1369_NODE_1619_length_1685_cov_1.619632_2	-	1,1	0	33,8	1,4	-0,4	33,8	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_990.Palmdb.0.4.fasta	-	F1423_NODE_3562_length_1080_cov_2.650732_3	-	0,16	3,1	11,9	0,016	6,4	0,4	2	2	0	0	2	2	2	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1423_NODE_3709_length_1055_cov_2.003000_2	-	4,8	-2,1	37,1	2,3	-1,1	34,8	1,5	1	1	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tymovirales.0.4.fasta	-	F1423_NODE_3712_length_1054_cov_1.749750_3	-	0,0089	6,6	14	0,012	6,2	14	1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1423_NODE_4286_length_967_cov_1.941886_1	-	0,16	2,5	19,1	0,19	2,3	19,1	1,2	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_1087.Palmdb.0.4.fasta	-	F1423_NODE_5007_length_880_cov_2.776970_2	-	0,038	5,1	8,9	0,05	4,7	8,9	1,3	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1423_NODE_5046_length_875_cov_10.439024_1	-	0,11	3,3	10,8	0,14	2,9	10,8	1,2	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1423_NODE_8003_length_652_cov_2.373534_1	-	2,8	-1,3	23,1	3,5	-1,6	23,1	1,1	1	0	0	1	1	1	0	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1423_NODE_8039_length_650_cov_1.536134_2	-	0,024	5,5	29,9	0,028	5,3	29,9	1,1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1423_NODE_8407_length_629_cov_2.843206_1	-	1,2	-0,3	40,2	1,4	-0,5	40,2	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1423_NODE_8528_length_624_cov_1.713533_1	-	0,04	4,8	20,5	0,044	4,6	20,5	1	1	0	0	1	1	1	0	-
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1424_NODE_40_length_1858_cov_2432.250139_1	-	4,40E-115	378,1	0,5	5,80E-115	377,8	0,5	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1424_NODE_555_length_798_cov_5.044415_1	-	0,0052	7,7	22,8	0,0063	7,4	22,8	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1425_NODE_145_length_1791_cov_19.676843_1	-	2,50E-160	527,9	23,5	3,40E-160	527,5	23,5	1	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1194_NODE_4173_length_1209_cov_3.519931_4	-	6,10E-05	13,9	32,3	7,00E-05	13,7	32,3	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1194_NODE_4258_length_1199_cov_3.298951_1	-	4,90E-05	13,8	0	5,90E-05	13,5	0	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1194_NODE_4478_length_1171_cov_3.220430_1	-	0,58	0,9	13,4	0,8	0,5	13,4	1,1	1	0	0	1	1	1	0	-
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_4936_length_1114_cov_1.293673_1	-	7,60E-05	13,7	0	0,00012	13	0	1,3	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1194_NODE_4990_length_1106_cov_1.636537_1	-	0,0062	7,4	12	0,0079	7,1	12	1,1	1	0	0	1	1	1	1	-
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1194_NODE_5270_length_1075_cov_1.194118_1	-	3,20E-07	21,4	0	4,60E-07	20,9	0	1,2	1	0	0	1	1	1	1	-
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1194_NODE_5485_length_1050_cov_1.735678_1	-	0,00033	11,5	12,2	0,00038	11,3	12,2	1,1	1	0	0	1	1	1	1	-
ALL_FINAL_RdRp_cores_0.3.clstr_731.Palmdb.0.4.fasta	-	F1194_NODE_5589_length_1039_cov_3.902439_1	-	0,013	6,3	8,4	0,0032	8,3	0,1	2,1	1	1	1	2	2	2	0	-
