nt_seq_ID	tip_labels	original_metaspades_contig_node_IDs	original_sample_ID	read_map_consensus_sample_ID	orf_id	contig_id	Location	Country	Year	morph_mosq_sp	SKA_SNP_dist_dend	verif_mosq_sp	comment	cluster_on_SKA_plot	host_taxon	host_genus
Guangzhou_sobemo_like_virus_F1517C31F1351	Guangzhou_sobemo_like_virus_F1517C31F1351	C31	F1517	F1351	F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	Cambodia:Kompong Thom	Cambodia	2019	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Guangzhou_sobemo_like_virus_F1517C31F1352	Guangzhou_sobemo_like_virus_F1517C31F1352	C31	F1517	F1352	F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	Cambodia:Kompong Thom	Cambodia	2019	Culex bitaeniorhynchus	misannotated	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Guangzhou_sobemo_like_virus_F1517C31F1517	Guangzhou_sobemo_like_virus_F1517C31F1517	C31	F1517	F1517	F1517_NODE_31_length_3050_cov_4493.100501_2	F1517_NODE_31_length_3050_cov_4493.100501	Cambodia:Preah Vihear	Cambodia	2019	Aedes albopictus	correct	Aedes albopictus	_	cluster28	Aedes albopictus	Aedes
Colokingly_virus_F1527C217F1019	Colokingly_virus_F1527C217F1019	C217	F1527	F1019	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Battambang & Pailin	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1021	Colokingly_virus_F1527C217F1021	C217	F1527	F1021	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Battambang & Pailin	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1094	Colokingly_virus_F1527C217F1094	C217	F1527	F1094	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1096	Colokingly_virus_F1527C217F1096	C217	F1527	F1096	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1100	Colokingly_virus_F1527C217F1100	C217	F1527	F1100	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Sihanuokville	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1211	Colokingly_virus_F1527C217F1211	C217	F1527	F1211	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Pursat	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1381	Colokingly_virus_F1527C217F1381	C217	F1527	F1381	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Kompong Thom	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1382	Colokingly_virus_F1527C217F1382	C217	F1527	F1382	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Kompong Thom	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1527	Colokingly_virus_F1527C217F1527	C217	F1527	F1527	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
Colokingly_virus_F1527C217F1534	Colokingly_virus_F1527C217F1534	C217	F1527	F1534	F1527_NODE_217_length_3085_cov_411.840594_2	F1527_NODE_217_length_3085_cov_411.840594	Cambodia:Preah Vihear	Cambodia	2019	Armigeres subalbatus	correct, internally divergent	Armigeres subalbatus	_	cluster22	Armigeres subalbatus	Armigeres
