target	accession1	rdrp_scan_orf_id	accession2	evalue_full_seq	score_full_seq	bias_full_seq	evalue_best_dom	score_best_dom	bias_best_dom	dom_num_estim_exp	dom_num_estim_reg	dom_num_estim_clu	dom_num_estim_ov	dom_num_estim_env	dom_num_estim_dom	dom_num_estim_rep	dom_num_estim_inc	description_of_target	contig_id	taxon	orf_start	orf_end	orf_sense	orf_len_nt	contig_id_node
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1039_NODE_4280_length_1081_cov_7.100390_1	-	0.0016	9.4	7.1	0.0021	9	7.1	11	1	0	0	1	1	1	1	-	F1039_NODE_4280_length_1081_cov_7.100390	Ellioviricetes	1079	3	REVERSE	1076	F1039_NODE_4280
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1039_NODE_4494_length_1052_cov_2.959880_2	-	0.0011	10.2	9.6	0.0013	10	9.6	11	1	0	0	1	1	1	1	-	F1039_NODE_4494_length_1052_cov_2.959880	Durnavirales	1	1050	FORWARD	1049	F1039_NODE_4494
ALL_FINAL_RdRp_cores_0.3.clstr_373.Palmdb.0.4.fasta	-	F1039_NODE_4532_length_1047_cov_2.846774_2	-	6e-06	17.5	0.3	6e-06	17.5	0.3	15	2	0	0	2	2	2	1	-	F1039_NODE_4532_length_1047_cov_2.846774	NA	1046	3	REVERSE	1043	F1039_NODE_4532
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1575_NODE_592_length_2393_cov_5.649273_1	-	0.0027	8.6	22	0.0016	9.4	14.7	23	2	0	0	2	2	2	2	-	F1575_NODE_592_length_2393_cov_5.649273	NA	2	2392	FORWARD	2390	F1575_NODE_592
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1575_NODE_2506_length_1393_cov_1.378924_2	-	5.7e-05	13.8	0	7.5e-05	13.4	0	12	1	0	0	1	1	1	1	-	F1575_NODE_2506_length_1393_cov_1.378924	Duplornaviricota	1369	2	REVERSE	1367	F1575_NODE_2506
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1341_NODE_923_length_2167_cov_1.808239_1	-	0.00033	11.9	0.1	0.00048	11.3	0.1	11	1	0	0	1	1	1	1	-	F1341_NODE_923_length_2167_cov_1.808239	Durnavirales	2024	3	REVERSE	2021	F1341_NODE_923
ALL_NCBI_Palmdb_RdRp.Ellioviricetes.0.4.fasta	-	F1341_NODE_993_length_2122_cov_3.551524_2	-	0.00029	11.8	8.8	0.00036	11.5	8.8	1	1	0	0	1	1	1	1	-	F1341_NODE_993_length_2122_cov_3.551524	Ellioviricetes	922	2	REVERSE	920	F1341_NODE_993
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1341_NODE_1576_length_1825_cov_1.325989_2	-	1.7e-70	230.6	0	2.2e-70	230.3	0	11	1	0	0	1	1	1	1	-	F1341_NODE_1576_length_1825_cov_1.325989	Tolivirales	1418	3	REVERSE	1415	F1341_NODE_1576
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1035_NODE_222_length_2406_cov_2.039132_1	-	0.00029	11.5	0.5	0.00058	10.5	0.1	17	2	0	0	2	2	2	1	-	F1035_NODE_222_length_2406_cov_2.039132	Pisuviricota	2406	628	REVERSE	1778	F1035_NODE_222
Permutotetraviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1052_NODE_2373_length_932_cov_9.258837_1	-	5.4e-36	115.8	0	7e-36	115.4	0	11	1	0	0	1	1	1	1	-	F1052_NODE_2373_length_932_cov_9.258837	Permutotetraviridae	15	932	FORWARD	917	F1052_NODE_2373
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1545_NODE_6373_length_989_cov_1.774090_1	-	8.8e-05	13.4	0.4	0.00012	13	0.4	11	1	0	0	1	1	1	1	-	F1545_NODE_6373_length_989_cov_1.774090	Amarillovirales	935	3	REVERSE	932	F1545_NODE_6373
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1130_NODE_3300_length_1254_cov_6.849041_1	-	2.6e-06	18.1	13.1	2.7e-06	18	13.1	1	1	0	0	1	1	1	1	-	F1130_NODE_3300_length_1254_cov_6.849041	Picornavirales	1254	1	REVERSE	1253	F1130_NODE_3300
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1130_NODE_3940_length_1135_cov_1.528704_1	-	4.9e-06	17.2	17.8	5.5e-06	17.1	17.8	1	1	0	0	1	1	1	1	-	F1130_NODE_3940_length_1135_cov_1.528704	Picornavirales	1135	2	REVERSE	1133	F1130_NODE_3940
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1205_NODE_248_length_3721_cov_5.286143_2	-	6.7e-05	13.6	0.2	0.00013	12.7	0.2	15	1	0	0	1	1	1	1	-	F1205_NODE_248_length_3721_cov_5.286143	Pisuviricota	2678	45	REVERSE	2633	F1205_NODE_248
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1201_NODE_4687_length_1308_cov_1.047087_1	-	4.7e-05	14.4	0	5.8e-05	14	0	12	1	0	0	1	1	1	1	-	F1201_NODE_4687_length_1308_cov_1.047087	Lenarviricota	1307	3	REVERSE	1304	F1201_NODE_4687
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1152_NODE_882_length_1679_cov_3.621921_4	-	0.00014	12.4	19.4	0.00017	12.1	19.4	11	1	0	0	1	1	1	1	-	F1152_NODE_882_length_1679_cov_3.621921	Picornavirales	1678	2	REVERSE	1676	F1152_NODE_882
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1381_NODE_255_length_2841_cov_543.011127_2	-	2.6e-82	270	10	3.3e-82	269.6	10	1	1	0	0	1	1	1	1	-	F1381_NODE_255_length_2841_cov_543.011127	Sobelivirales	1636	113	REVERSE	1523	F1381_NODE_255
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1519_NODE_2025_length_1447_cov_3.040948_1	-	7.1e-05	13.8	0	7.2e-05	13.7	0	11	1	0	0	1	1	1	1	-	F1519_NODE_2025_length_1447_cov_3.040948	Amarillovirales	1398	346	REVERSE	1052	F1519_NODE_2025
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1519_NODE_4123_length_1066_cov_5.446093_1	-	1.6e-06	19.5	17.4	1.9e-06	19.3	17.4	11	1	0	0	1	1	1	1	-	F1519_NODE_4123_length_1066_cov_5.446093	Durnavirales	1066	2	REVERSE	1064	F1519_NODE_4123
Kitrinoviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1519_NODE_5583_length_911_cov_1.214953_1	-	1.1e-07	22.9	0	1.3e-07	22.7	0	11	1	0	0	1	1	1	1	-	F1519_NODE_5583_length_911_cov_1.214953	Kitrinoviricota	911	3	REVERSE	908	F1519_NODE_5583
Birnaviridae.ALL_RdRp_Palmdb_0.4.fasta	-	F1410_NODE_4392_length_1000_cov_3.816931_1	-	0.00063	10.4	0	0.0012	9.4	0	14	1	0	0	1	1	1	1	-	F1410_NODE_4392_length_1000_cov_3.816931	Birnaviridae	1000	2	REVERSE	998	F1410_NODE_4392
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1550_NODE_2268_length_1400_cov_2.990335_1	-	0.00029	11.8	4.4	4e-04	11.4	4.4	11	1	0	0	1	1	1	1	-	F1550_NODE_2268_length_1400_cov_2.990335	Nidovirales	1	1398	FORWARD	1397	F1550_NODE_2268
ALL_FINAL_RdRp_cores_0.3.clstr_197.Palmdb.0.4.fasta	-	F1336_NODE_857_length_1863_cov_1.769912_1	-	0.00029	11.6	0.1	0.00038	11.2	0.1	11	1	0	0	1	1	1	1	-	F1336_NODE_857_length_1863_cov_1.769912	NA	1	1863	FORWARD	1862	F1336_NODE_857
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta	-	F1339_NODE_112_length_4542_cov_5.827502_2	-	8.5e-05	13.6	6.3	0.00014	12.9	6.3	13	1	0	0	1	1	1	1	-	F1339_NODE_112_length_4542_cov_5.827502	Nodamuvirales	2	3580	FORWARD	3578	F1339_NODE_112
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1339_NODE_217_length_3580_cov_5.099007_1	-	0.00023	11.7	7.6	3e-04	11.3	7.6	11	1	0	0	1	1	1	1	-	F1339_NODE_217_length_3580_cov_5.099007	Picornavirales	3428	1962	REVERSE	1466	F1339_NODE_217
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1339_NODE_256_length_3343_cov_3.845195_3	-	0.0013	9.5	12.7	4.2e-05	14.4	6.9	14	2	0	0	2	2	2	1	-	F1339_NODE_256_length_3343_cov_3.845195	Tolivirales	3243	94	REVERSE	3149	F1339_NODE_256
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1564_NODE_980_length_2017_cov_8.753823_3	-	0.00046	11.1	0	0.00051	10.9	0	11	1	0	0	1	1	1	1	-	F1564_NODE_980_length_2017_cov_8.753823	Amarillovirales	1914	76	REVERSE	1838	F1564_NODE_980
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1360_NODE_13118_length_912_cov_2.880980_2	-	0.00053	10.5	27.7	8e-04	9.9	27.7	12	1	0	0	1	1	1	1	-	F1360_NODE_13118_length_912_cov_2.880980	Picornavirales	1	912	FORWARD	911	F1360_NODE_13118
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1556_NODE_232_length_2833_cov_39.978042_1	-	0.0041	7.9	4.7	0.0075	7.1	4.7	13	1	0	0	1	1	1	1	-	F1556_NODE_232_length_2833_cov_39.978042	Sobelivirales	627	2297	FORWARD	1670	F1556_NODE_232
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1539_NODE_381_length_2723_cov_1.655172_1	-	1.8e-05	15.7	0	2.5e-05	15.3	0	11	1	0	0	1	1	1	1	-	F1539_NODE_381_length_2723_cov_1.655172	Amarillovirales	104	1888	FORWARD	1784	F1539_NODE_381
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1005_NODE_1206_length_1916_cov_1.921010_2	-	0.0087	6.9	17.7	0.0018	9.2	8	2	2	0	0	2	2	2	2	-	F1005_NODE_1206_length_1916_cov_1.921010	Cryppavirales	1916	3	REVERSE	1913	F1005_NODE_1206
ALL_NCBI_Palmdb_RdRp.Nodamuvirales.0.4.fasta	-	F1005_NODE_1383_length_1823_cov_10.350679_2	-	0.00066	10.7	1.5	9e-04	10.2	1.5	11	1	0	0	1	1	1	1	-	F1005_NODE_1383_length_1823_cov_10.350679	Nodamuvirales	1823	3	REVERSE	1820	F1005_NODE_1383
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1278_NODE_75_length_4041_cov_2.302308_2	-	4.3e-07	21.1	0	6.6e-07	20.5	0	13	1	0	0	1	1	1	1	-	F1278_NODE_75_length_4041_cov_2.302308	Lenarviricota	2	2518	FORWARD	2516	F1278_NODE_75
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1118_NODE_841_length_2060_cov_2.212469_4	-	0.0072	6.7	13.8	0.0088	6.4	13.8	1	1	0	0	1	1	1	1	-	F1118_NODE_841_length_2060_cov_2.212469	Picornavirales	1154	3	REVERSE	1151	F1118_NODE_841
ALL_FINAL_RdRp_cores_0.3.clstr_561.Palmdb.0.4.fasta	-	F1118_NODE_2534_length_1334_cov_1.894449_3	-	0.0015	9.5	20.7	0.0019	9.1	20.7	11	1	0	0	1	1	1	1	-	F1118_NODE_2534_length_1334_cov_1.894449	NA	1333	2	REVERSE	1331	F1118_NODE_2534
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1194_NODE_83_length_4344_cov_522.683143_1	-	3e-04	11.2	0	0.00042	10.7	0	11	1	0	0	1	1	1	1	-	F1194_NODE_83_length_4344_cov_522.683143	NA	4324	2420	REVERSE	1904	F1194_NODE_83
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1194_NODE_83_length_4344_cov_522.683143_2	-	8.8e-142	466.6	1.3	1.1e-141	466.3	1.3	1	1	0	0	1	1	1	1	-	F1194_NODE_83_length_4344_cov_522.683143	Martellivirales	2416	656	REVERSE	1760	F1194_NODE_83
ALL_NCBI_Palmdb_RdRp.Nidovirales_Cter_GDD.0.4.fasta	-	F1201_NODE_27_length_6413_cov_17.246304_3	-	0.00097	10.1	6.1	0.0013	9.7	6.1	1	1	0	0	1	1	1	1	-	F1201_NODE_27_length_6413_cov_17.246304	Nidovirales	3172	4689	FORWARD	1517	F1201_NODE_27
ALL_NCBI_Palmdb_RdRp.Sobelivirales.0.4.fasta	-	F1032_NODE_17_length_3181_cov_1736.585413_2	-	4.8e-104	341.9	5.5	5.8e-104	341.6	5.5	1	1	0	0	1	1	1	1	-	F1032_NODE_17_length_3181_cov_1736.585413	Sobelivirales	1507	92	REVERSE	1415	F1032_NODE_17
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1032_NODE_821_length_1342_cov_3.211344_1	-	2e-04	12	0	0.00028	11.4	0	11	1	0	0	1	1	1	1	-	F1032_NODE_821_length_1342_cov_3.211344	Duplornaviricota	3	1340	FORWARD	1337	F1032_NODE_821
Duplornaviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1497_NODE_7_length_5809_cov_200.726625_1	-	5.7e-74	242	1.2	9.1e-74	241.3	0.3	17	2	0	0	2	2	2	1	-	F1497_NODE_7_length_5809_cov_200.726625	Duplornaviricota	5807	132	REVERSE	5675	F1497_NODE_7
ALL_NCBI_Palmdb_RdRp.Ghabrivirales.0.4.fasta	-	F1497_NODE_15_length_4526_cov_148.730485_2	-	3.7e-127	418	0.7	4.8e-127	417.6	0.7	1	1	0	0	1	1	1	1	-	F1497_NODE_15_length_4526_cov_148.730485	Ghabrivirales	1881	4490	FORWARD	2609	F1497_NODE_15
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1497_NODE_77_length_2882_cov_265.681995_2	-	6e-45	146.5	2.3	6.8e-45	146.3	2.3	11	1	0	0	1	1	1	1	-	F1497_NODE_77_length_2882_cov_265.681995	Durnavirales	2001	109	REVERSE	1892	F1497_NODE_77
ALL_NCBI_Palmdb_RdRp.Durnavirales.0.4.fasta	-	F1497_NODE_153_length_2244_cov_6.051165_3	-	0.0026	8.9	21	0.0037	8.4	21	11	1	0	0	1	1	1	1	-	F1497_NODE_153_length_2244_cov_6.051165	Durnavirales	1979	156	REVERSE	1823	F1497_NODE_153
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1069_NODE_1642_length_1508_cov_1.242257_1	-	0.00027	11.8	0	0.00032	11.6	0	11	1	0	0	1	1	1	1	-	F1069_NODE_1642_length_1508_cov_1.242257	Lenarviricota	1127	3	REVERSE	1124	F1069_NODE_1642
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1069_NODE_4384_length_997_cov_3.004246_2	-	1.5e-05	15.9	29.7	1.7e-05	15.7	29.7	11	1	0	0	1	1	1	1	-	F1069_NODE_4384_length_997_cov_3.004246	Ourlivirales	996	1	REVERSE	995	F1069_NODE_4384
ALL_NCBI_Palmdb_RdRp.Reovirales.0.4.fasta	-	F1187_NODE_3328_length_1341_cov_1.934681_1	-	0.0069	7	11.7	0.01	6.4	11.7	12	1	0	0	1	1	1	1	-	F1187_NODE_3328_length_1341_cov_1.934681	Reovirales	1339	2	REVERSE	1337	F1187_NODE_3328
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1187_NODE_3332_length_1340_cov_1.898833_2	-	0.00042	11.3	10.2	0.00054	10.9	10.2	12	1	0	0	1	1	1	1	-	F1187_NODE_3332_length_1340_cov_1.898833	Cryppavirales	1340	3	REVERSE	1337	F1187_NODE_3332
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1187_NODE_4107_length_1209_cov_2.273830_1	-	8.2e-05	13.5	0	9.9e-05	13.3	0	11	1	0	0	1	1	1	1	-	F1187_NODE_4107_length_1209_cov_2.273830	Amarillovirales	1086	1	REVERSE	1085	F1187_NODE_4107
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1015_NODE_16_length_5365_cov_6.108851_2	-	5.6e-148	486.9	4	6.8e-148	486.6	4	1	1	0	0	1	1	1	1	-	F1015_NODE_16_length_5365_cov_6.108851	Tolivirales	1069	2880	FORWARD	1811	F1015_NODE_16
ALL_FINAL_RdRp_cores_0.3.clstr_378.Palmdb.0.4.fasta	-	F1015_NODE_34_length_4438_cov_44.128451_1	-	0.00015	12.2	0	0.00021	11.7	0	11	1	0	0	1	1	1	1	-	F1015_NODE_34_length_4438_cov_44.128451	NA	63	2003	FORWARD	1940	F1015_NODE_34
ALL_NCBI_Palmdb_RdRp.Martellivirales_Cter_GDD.0.4.fasta	-	F1015_NODE_34_length_4438_cov_44.128451_2	-	3.4e-142	468	0.7	4.2e-142	467.7	0.7	1	1	0	0	1	1	1	1	-	F1015_NODE_34_length_4438_cov_44.128451	Martellivirales	2007	3767	FORWARD	1760	F1015_NODE_34
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1419_NODE_266_length_3504_cov_6.841983_7	-	0.00013	12.5	50.4	0.00023	11.7	50.4	13	1	0	0	1	1	1	1	-	F1419_NODE_266_length_3504_cov_6.841983	Picornavirales	3502	275	REVERSE	3227	F1419_NODE_266
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1541_NODE_146_length_3554_cov_2.836811_2	-	0.0042	8	4.7	0.0059	7.5	4.7	11	1	0	0	1	1	1	1	-	F1541_NODE_146_length_3554_cov_2.836811	Cryppavirales	3411	1	REVERSE	3410	F1541_NODE_146
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1106_NODE_1067_length_1118_cov_2.794920_2	-	0.001	10.1	0.5	0.00098	10.1	0.5	11	1	0	0	1	1	1	1	-	F1106_NODE_1067_length_1118_cov_2.794920	Hepelivirales	1	1116	FORWARD	1115	F1106_NODE_1067
ALL_NCBI_Palmdb_RdRp.Monjiviricetes_1.0.4.fasta	-	F1107_NODE_4_length_4693_cov_19.984260_1	-	2.5e-51	167.1	0.1	5.1e-51	166.1	0.1	15	1	0	0	1	1	1	1	-	F1107_NODE_4_length_4693_cov_19.984260	Monjiviricetes	391	4554	FORWARD	4163	F1107_NODE_4
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1511_NODE_3665_length_1195_cov_3.577193_2	-	0.00012	12.9	27.9	0.00015	12.6	27.9	1	1	0	0	1	1	1	1	-	F1511_NODE_3665_length_1195_cov_3.577193	Ourlivirales	1195	2	REVERSE	1193	F1511_NODE_3665
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta	-	F1511_NODE_5678_length_958_cov_1.677741_2	-	0.00046	10.9	0	0.00068	10.3	0	11	1	0	0	1	1	1	1	-	F1511_NODE_5678_length_958_cov_1.677741	NA	956	3	REVERSE	953	F1511_NODE_5678
ALL_FINAL_RdRp_cores_0.3.clstr_297.Palmdb.0.4.fasta	-	F1101_NODE_695_length_1155_cov_3.764545_2	-	0.0089	6.7	21.5	0.011	6.4	21.5	11	1	0	0	1	1	1	1	-	F1101_NODE_695_length_1155_cov_3.764545	NA	1147	2	REVERSE	1145	F1101_NODE_695
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1102_NODE_291_length_3050_cov_17.463773_5	-	0.00031	11.8	10.8	0.00013	12.9	7.3	19	2	0	0	2	2	2	1	-	F1102_NODE_291_length_3050_cov_17.463773	Cryppavirales	2881	323	REVERSE	2558	F1102_NODE_291
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1405_NODE_732_length_1820_cov_2.475354_1	-	1.4e-05	15.7	3.3	1.7e-05	15.4	3.3	11	1	0	0	1	1	1	1	-	F1405_NODE_732_length_1820_cov_2.475354	Picornavirales	1	1818	FORWARD	1817	F1405_NODE_732
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1341_NODE_3796_length_1279_cov_3.906046_2	-	0.0017	8.8	11.1	0.0024	8.3	11.1	11	1	0	0	1	1	1	1	-	F1341_NODE_3796_length_1279_cov_3.906046	Picornavirales	1279	2	REVERSE	1277	F1341_NODE_3796
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1341_NODE_4004_length_1248_cov_3.270746_1	-	0.0035	8.3	18.4	0.0039	8.1	18.4	11	1	0	0	1	1	1	1	-	F1341_NODE_4004_length_1248_cov_3.270746	Cryppavirales	238	1248	FORWARD	1010	F1341_NODE_4004
ALL_NCBI_Palmdb_RdRp.Hepelivirales.0.4.fasta	-	F1009_NODE_999_length_2021_cov_3.291455_2	-	0.00061	10.8	0.2	0.00081	10.4	0.2	11	1	0	0	1	1	1	1	-	F1009_NODE_999_length_2021_cov_3.291455	Hepelivirales	2020	197	REVERSE	1823	F1009_NODE_999
ALL_NCBI_Palmdb_RdRp.Picornavirales.0.4.fasta	-	F1009_NODE_1560_length_1737_cov_6.064209_3	-	0.00072	10	26.3	0.001	9.5	26.3	12	1	0	0	1	1	1	1	-	F1009_NODE_1560_length_1737_cov_6.064209	Picornavirales	1	1737	FORWARD	1736	F1009_NODE_1560
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1009_NODE_1884_length_1623_cov_4.420281_2	-	0.00081	10.4	7.8	0.001	10	7.8	12	1	0	0	1	1	1	1	-	F1009_NODE_1884_length_1623_cov_4.420281	Cryppavirales	1621	17	REVERSE	1604	F1009_NODE_1884
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1009_NODE_2478_length_1453_cov_1.365522_1	-	0.00014	12.7	0.6	0.00017	12.4	0.6	1	1	0	0	1	1	1	1	-	F1009_NODE_2478_length_1453_cov_1.365522	Ourlivirales	1453	2	REVERSE	1451	F1009_NODE_2478
ALL_NCBI_Palmdb_RdRp.Nidovirales_Nter_GDD.0.4.fasta	-	F1187_NODE_1635_length_1785_cov_1.563006_1	-	7.3e-05	13.4	0	0.00011	12.8	0	11	1	0	0	1	1	1	1	-	F1187_NODE_1635_length_1785_cov_1.563006	Nidovirales	1784	108	REVERSE	1676	F1187_NODE_1635
ALL_NCBI_Palmdb_RdRp.Yunchangviricetes.0.4.fasta	-	F1187_NODE_2509_length_1516_cov_2.216290_1	-	0.0049	7.6	9.8	0.011	6.4	9.8	15	1	0	0	1	1	1	1	-	F1187_NODE_2509_length_1516_cov_2.216290	Yunchangviricetes	3	1514	FORWARD	1511	F1187_NODE_2509
ALL_NCBI_Palmdb_RdRp.Amarillovirales.0.4.fasta	-	F1073_NODE_69_length_1438_cov_2.796095_1	-	6.7e-05	13.8	2.6	9.2e-05	13.4	2.6	11	1	0	0	1	1	1	1	-	F1073_NODE_69_length_1438_cov_2.796095	Amarillovirales	1438	92	REVERSE	1346	F1073_NODE_69
ALL_NCBI_Palmdb_RdRp.Stellavirales.0.4.fasta	-	F1467_NODE_395_length_1345_cov_9.565891_1	-	0.0015	9.2	9.9	0.0021	8.7	9.9	11	1	0	0	1	1	1	1	-	F1467_NODE_395_length_1345_cov_9.565891	Stellavirales	1344	1	REVERSE	1343	F1467_NODE_395
ALL_FINAL_RdRp_cores_0.3.clstr_652.Palmdb.0.4.fasta	-	F1467_NODE_453_length_1258_cov_2.680798_1	-	0.0018	9.2	5.6	0.0024	8.8	5.6	11	1	0	0	1	1	1	1	-	F1467_NODE_453_length_1258_cov_2.680798	NA	3	1256	FORWARD	1253	F1467_NODE_453
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1200_NODE_545_length_3046_cov_17.947844_2	-	0.00015	12.2	9	0.00027	11.3	9	14	1	0	0	1	1	1	1	-	F1200_NODE_545_length_3046_cov_17.947844	Insthoviricetes	801	2456	FORWARD	1655	F1200_NODE_545
Pisuviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1200_NODE_594_length_2982_cov_2.494021_1	-	5.5e-05	13.9	0.9	0.00014	12.5	0.9	16	1	1	0	1	1	1	1	-	F1200_NODE_594_length_2982_cov_2.494021	Pisuviricota	1	1728	FORWARD	1727	F1200_NODE_594
ALL_NCBI_Palmdb_RdRp.Patatavirales.0.4.fasta	-	F1200_NODE_1393_length_2271_cov_7.084838_1	-	0.0037	7.8	2.6	0.0046	7.5	2.6	1	1	0	0	1	1	1	1	-	F1200_NODE_1393_length_2271_cov_7.084838	Patatavirales	373	1461	FORWARD	1088	F1200_NODE_1393
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1114_NODE_162_length_954_cov_75.671858_1	-	1.1e-70	231.4	0.9	1.3e-70	231.2	0.9	1	1	0	0	1	1	1	1	-	F1114_NODE_162_length_954_cov_75.671858	Ourlivirales	3	953	FORWARD	950	F1114_NODE_162
ALL_NCBI_Palmdb_RdRp.Insthoviricetes.0.4.fasta	-	F1115_NODE_44_length_2481_cov_121.967436_1	-	8.2e-195	641.4	0	1e-194	641	0	1	1	0	0	1	1	1	1	-	F1115_NODE_44_length_2481_cov_121.967436	Insthoviricetes	2459	60	REVERSE	2399	F1115_NODE_44
ALL_NCBI_Palmdb_RdRp.Cryppavirales.0.4.fasta	-	F1366_NODE_106_length_4199_cov_3.102075_1	-	0.0011	9.9	6.8	0.0017	9.3	6.8	11	1	0	0	1	1	1	1	-	F1366_NODE_106_length_4199_cov_3.102075	Cryppavirales	3	3875	FORWARD	3872	F1366_NODE_106
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1366_NODE_301_length_3212_cov_2.108331_1	-	0.00085	10.1	29	0.00012	12.9	12.8	22	2	0	0	2	2	2	2	-	F1366_NODE_301_length_3212_cov_2.108331	Tolivirales	3	3008	FORWARD	3005	F1366_NODE_301
ALL_NCBI_Palmdb_RdRp.Tolivirales_Cter_GDD.0.4.fasta	-	F1129_NODE_4925_length_1064_cov_4.032706_1	-	0.0013	9.5	11.1	0.0016	9.2	11.1	11	1	0	0	1	1	1	1	-	F1129_NODE_4925_length_1064_cov_4.032706	Tolivirales	3	1064	FORWARD	1061	F1129_NODE_4925
ALL_NCBI_Palmdb_RdRp.Ourlivirales.0.4.fasta	-	F1520_NODE_2051_length_1454_cov_4.105075_1	-	1.1e-05	16.4	10	1.4e-05	16	10	11	1	0	0	1	1	1	1	-	F1520_NODE_2051_length_1454_cov_4.105075	Ourlivirales	180	1454	FORWARD	1274	F1520_NODE_2051
Lenarviricota.ALL_RdRp_Palmdb_0.4.fasta	-	F1525_NODE_442_length_2688_cov_6.346373_1	-	2e-04	12.2	0	0.00044	11.2	0	15	1	0	0	1	1	1	1	-	F1525_NODE_442_length_2688_cov_6.346373	Lenarviricota	82	2466	FORWARD	2384	F1525_NODE_442
ALL_FINAL_RdRp_cores_0.3.clstr_955.Palmdb.0.4.fasta	-	F1525_NODE_2422_length_1466_cov_1.912119_1	-	0.00064	10.4	0	0.00095	9.8	0	11	1	0	0	1	1	1	1	-	F1525_NODE_2422_length_1466_cov_1.912119	NA	1	1380	FORWARD	1379	F1525_NODE_2422
